,a1_max,a1_min,a2_max,a2_min,a3_max,a3_min,a4_max,a4_min,a5_max,a5_min,a1_values,a2_values,a3_values,a4_values,a5_values
0,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,NOT NORMALIZED,NORMALIZED,NOT NORMALIZED,NOT NORMALIZED,NOT NORMALIZED
